COD. INSCRIPCIÓN;NOMBRE;MODALIDAD;CATEGORIA;DIRECCIÓN;LOCALIDAD;MUNICIPIO;ZONA;Especialidad;FECHA DE INSCRIPCION
UR000650;El Respiro;Restaurantes;Sin definir;Cuesta de la Estación 3;TUDELA;TUDELA                                                                                              ;La Ribera;Casera o regional;18/04/1992 0:00:00
ur000789;El Retaco;Restaurantes;Sin definir;Esquíroz 5;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Internacional;05/02/1997 0:00:00
UR000131;El Rincón;Restaurantes;Sin definir;Joaquín Beunza 12;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;04/06/2004 0:00:00
UR001099;El Rincón de la Joyosa;Restaurantes;Segunda/2 Tenedores;Rúa de Medios 23;OLITE;OLITE                                                                                               ;Zona Media;Casera o regional;28/07/2015 0:00:00
UR141053;El Rincón de Peri;Restaurantes;Segunda/2 Tenedores;Las Planas 51;CABANILLAS;CABANILLAS                                                                                          ;La Ribera;Casera o regional;22/04/2014 0:00:00
uc000162;El Ruedo;Cafeterías;Segunda/1 Taza;Olite 4;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;18/06/2004 0:00:00
UR000242;El Tremendo;Restaurantes;Sin definir;San Emetrio 0 S/N;CIZUR MENOR;CIZUR                                                                                               ;Cuenca de Pamplona;;26/02/1983 0:00:00
UR000913;El Triguillo;Restaurantes;Sin definir;Arguedas-Valtierra, parc. 41;ARGUEDAS;ARGUEDAS                                                                                            ;La Ribera;Casera o regional;26/01/2007 0:00:00
UR000136;El Txoko del Sadar;Restaurantes;Sin definir;Sadar 0 S/N;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Asador;04/06/2004 0:00:00
UR000731;El Villano;Restaurantes;Sin definir;Medio de San Pedro 9;VIANA;VIANA                                                                                               ;Zona Media;Casera o regional;28/12/1995 0:00:00
UR000137;El Volante;Restaurantes;Sin definir;Merkatondoa 2;ESTELLA-LIZARRA;ESTELLA <> LIZARRA                                                                                  ;Zona Media;Casera o regional;04/06/2004 0:00:00
UR000400;Enekorri;Restaurantes;Lujo/ 4 Tenedores;Tudela 14;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;De autor, Innovadora;07/11/1984 0:00:00
ur000108;Erburu;Restaurantes;Sin definir;Calle San Lorenzo 19;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;11/05/1969 0:00:00
UR000171;Erdialde;Restaurantes;Tercera/1 tenedor;Garde-Ansó, Km. 4 0;GARDE;GARDE                                                                                               ;Pirineos;;16/10/1981 0:00:00
ur000901;Errialde;Restaurantes;Sin definir;Ricardo Bell 8;VILLAVA;VILLAVA <> ATARRABIA                                                                                ;Cuenca de Pamplona;Casera o regional;28/08/2006 0:00:00
UR000793;Errota;Restaurantes;Sin definir;Iriartea 37;RONCAL;RONCAL <> ERRONKARI                                                                                 ;Pirineos;Casera o regional;10/08/2005 0:00:00
UR000944;Errotaberri;Restaurantes;Tercera/1 tenedor;Antonio Aróstegui, s/n 0;GARRALDA;GARRALDA                                                                                            ;Pirineos;Asador, Casera o regional, Casera o regional;14/05/2008 0:00:00
UR000685;Eskisaroi;Restaurantes;Tercera/1 tenedor;Jaime Urrutia 40;ELIZONDO;BAZTAN                                                                                              ;Pirineos;Casera o regional;16/12/1993 0:00:00
UR000937;Estación de Servicio Urbasa;Restaurantes;Sin definir;Nacional, 1, km. 396 0;OLAZTI/OLAZAGUTIA;OLAZTI/OLAZAGUTÍA                                                                                   ;Pirineos;Casera o regional;18/02/2008 0:00:00
UR000950;Etayo;Restaurantes;Segunda/2 Tenedores;Vitoria 37;MURIETA;MURIETA                                                                                             ;Zona Media;Casera o regional;16/06/2008 0:00:00
uc000096;Etxabe;Cafeterías;Segunda/1 Taza;Mayor 25;BURLADA;BURLADA <> BURLATA                                                                                  ;Cuenca de Pamplona;;12/01/1990 0:00:00
UR001001;Etxeberri;Restaurantes;Tercera/1 tenedor;Nagusia 11;GOLDARATZ;IMOTZ                                                                                               ;Pirineos;Casera o regional;24/03/2011 0:00:00
ur000460;Etxebertzekoborda;Restaurantes;Sin definir;Etxebertzeko Borda 0;LEKAROZ;BAZTAN                                                                                              ;Pirineos;Casera o regional;19/02/1990 0:00:00
UR000093;Eurocam;Restaurantes;Sin definir;Las Labradas, Manzana 7 0;TUDELA;TUDELA                                                                                              ;La Ribera;Casera o regional;27/11/2002 0:00:00
ur000346;Europa;Restaurantes;Sin definir;Señorío de Albarracín 17;AZAGRA;AZAGRA                                                                                              ;La Ribera;Casera o regional;01/01/1983 0:00:00
UR000608;Europa;Restaurantes;Tercera/1 tenedor;Dos de Agosto 20;MILAGRO;MILAGRO                                                                                             ;La Ribera;Casera o regional;20/02/1991 0:00:00
UR001071;Europa;Restaurantes;Lujo/ 4 Tenedores;Calle Espoz y Mina 11;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional, Innovadora;02/12/2014 0:00:00
ur000133;Euskalduna;Restaurantes;Sin definir;Bidasoa 5;BERA;BERA/VERA DE BIDASOA                                                                                ;Pirineos;;02/12/1972 0:00:00
ur000473;Euskalduna;Restaurantes;Sin definir;San Juan 6;LEKUNBERRI;LEKUNBERRI                                                                                          ;Pirineos;Casera o regional;20/12/1989 0:00:00
UR000342;Ezcabarte;Restaurantes;Segunda/2 Tenedores;Irún, Km. 7 0;ORICÁIN;EZCABARTE                                                                                           ;Cuenca de Pamplona;Asador, Casera o regional, De tapas y raciones, Marisquería, Rápida, Vegetariana;28/11/2002 0:00:00
ur000154;Ezquerro;Restaurantes;Sin definir;Mayor 2;MENDAVIA;MENDAVIA                                                                                            ;La Ribera;Casera o regional;26/11/1972 0:00:00
UR000038;Florida;Restaurantes;Sin definir;Av. de Carlos III el Noble Etorbidea 24;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;07/03/2001 0:00:00
UR131045;Florida;Restaurantes;Sin definir;De los Fueros 15 bajo;ESTELLA-LIZARRA;ESTELLA <> LIZARRA                                                                                  ;Zona Media;Casera o regional, De tapas y raciones;01/08/2013 0:00:00
ur000329;Fosters Hollywood;Restaurantes;Sin definir;Centro Comercial La Morea, loc 0;CORDOVILLA;GALAR                                                                                               ;Cuenca de Pamplona;Internacional, Rápida;10/03/2005 0:00:00
UR001022;Fosters Hollywood;Restaurantes;Tercera/1 tenedor;Paulino Caballero 5;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Internacional, Rápida;26/01/2012 0:00:00
ur000486;Galar;Restaurantes;Sin definir;Joaquín Maya 15;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;30/03/1988 0:00:00
ur000077;Galarza III;Restaurantes;Sin definir;San Miguel 0 S/N;BARAIBAR;LARRAUN                                                                                             ;Pirineos;;01/08/2001 0:00:00
ur000767;Galeria;Restaurantes;Sin definir;Polígono Agustinos. Centro Com 0;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;18/09/1996 0:00:00
UR000797;Galo;Restaurantes;Segunda/2 Tenedores;Mayor 40;LERÍN;LERÍN                                                                                               ;La Ribera;Casera o regional;09/03/1996 0:00:00
UR000698;Galtzabarra;Restaurantes;Segunda/2 Tenedores;Tejería 0 S/N;EZCÁROZ;EZCÁROZ <> EZKAROZE                                                                                 ;Pirineos;Casera o regional;21/03/1994 0:00:00
ur000066;Gambarte;Restaurantes;Sin definir;Rúa del Seco 15;OLITE;OLITE                                                                                               ;Zona Media;;25/08/1967 0:00:00
uc000167;Gambrinus;Cafeterías;Segunda/1 Taza;Centro Comercial Las Cañas 0;VIANA;VIANA                                                                                               ;Zona Media;;05/09/2005 0:00:00
ur000072;García;Restaurantes;Sin definir;Mayor 93;MURCHANTE;MURCHANTE                                                                                           ;La Ribera;Casera o regional;18/07/2001 0:00:00
UR001077;Gares;Restaurantes;Segunda/2 Tenedores;Los Fueros 38;PUENTE LA REINA;PUENTE LA REINA <> GARES                                                                            ;Zona Media;Casera o regional;02/02/2015 0:00:00
ur000187;Garmendi;Restaurantes;Sin definir;La Cruz 8;FALCES;FALCES                                                                                              ;La Ribera;;10/08/2004 0:00:00
ur000462;Garralda;Restaurantes;Sin definir;Martín Azpilicueta 14;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;08/02/1989 0:00:00
ur000436;Garrick;Restaurantes;Sin definir;Iturrama 20;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;05/11/1985 0:00:00
uc000119;Gayarre-2;Cafeterías;Segunda/1 Taza;Gayarre 2;TUDELA;TUDELA                                                                                              ;La Ribera;;29/03/1993 0:00:00
UR000985;Gazolaz;Restaurantes;Sin definir;Infanzones 31;OBANOS;OBANOS                                                                                              ;Zona Media;Casera o regional;08/02/2010 0:00:00
ur000824;Getzenea;Restaurantes;Sin definir;Del Aire 9;SALINAS DE PAMPLONA;GALAR                                                                                               ;Cuenca de Pamplona;Casera o regional;18/02/1999 0:00:00
ur000259;Goal;Restaurantes;Sin definir;Calle Jarauta 56;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;21/01/2005 0:00:00
ur000470;Goñi;Restaurantes;Sin definir;Madrid 10;BERIÁIN;BERIÁIN                                                                                             ;Cuenca de Pamplona;Casera o regional;08/02/1989 0:00:00
UR000938;Gran Imperio;Restaurantes;Sin definir;La Morea, local A-14 0;CORDOVILLA;GALAR                                                                                               ;Cuenca de Pamplona;Internacional;18/02/2008 0:00:00
UR000162;Gran Muralla I;Restaurantes;Sin definir;Av. de Pío XII 2;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Internacional;02/07/2004 0:00:00
UR000889;Gran Siglo;Restaurantes;Sin definir;Fernández Pórtoles, 8-10 0;TUDELA;TUDELA                                                                                              ;La Ribera;Internacional, Oriental;06/03/2006 0:00:00
UR001073;Graxiana;Restaurantes;Tercera/1 tenedor;Lapiztegia 0;ZUGARRAMURDI;ZUGARRAMURDI                                                                                        ;Pirineos;Casera o regional;02/12/2014 0:00:00
ur000281;Haizea;Restaurantes;Sin definir;Polígono Industrial Noain-Esqu 0;NOÁIN;NOÁIN (VALLE DE ELORZ <> /NOAIN (ELORTZIBAR)                                                        ;Cuenca de Pamplona;Casera o regional;08/02/2005 0:00:00
UR000951;Haizea;Restaurantes;Sin definir;Burguete 2;AURIZBERRI/ESPINAL;ERRO                                                                                                ;Pirineos;Casera o regional;16/06/2008 0:00:00
UR001062;Halconeras de Sancho IV;Restaurantes;Segunda/2 Tenedores;La Sardilla C/A 22;FUNES;FUNES                                                                                               ;La Ribera;Casera o regional;07/11/2014 0:00:00
UR000978;Haran;Restaurantes;Sin definir;Bardenas Reales 5;SARRIGUREN;EGÜÉS                                                                                               ;Cuenca de Pamplona;Casera o regional;24/07/2009 0:00:00
ur000161;Hemingway;Restaurantes;Sin definir;Luis Morondo 15;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;25/06/2004 0:00:00
UR131043;Herriko Etxea;Restaurantes;Sin definir;Lapizteguia 1;ZUGARRAMURDI;ZUGARRAMURDI                                                                                        ;Pirineos;Asador, Marisquería;23/07/2013 0:00:00
UR000435;Herriko Ostatua;Restaurantes;Sin definir;Consejo 38;ITUREN;ITUREN                                                                                              ;Pirineos;Casera o regional;21/11/1985 0:00:00
UR000741;Herriko Ostatua Etxaleku;Restaurantes;Tercera/1 tenedor;San Esteban 0 S/N;ETXALEKU;IMOTZ                                                                                               ;Pirineos;Casera o regional;28/12/1995 0:00:00
ur000809;Hilarion;Restaurantes;Sin definir;San Pedro 27;ELGORRIAGA;ELGORRIAGA                                                                                          ;Pirineos;Casera o regional;11/11/1998 0:00:00
UR001095;Hola Tafalla;Restaurantes;Tercera/1 tenedor;Javier Osés 4;TAFALLA;TAFALLA                                                                                             ;Zona Media;Casera o regional;24/07/2015 0:00:00
UR001089;Hospedería de Leyre;Restaurantes;Segunda/2 Tenedores;Monasterio San Salvador de Ley 0;YESA;YESA                                                                                                ;Zona Media;;01/07/2015 0:00:00
UR000941;Hostería del Temple;Restaurantes;Tercera/1 tenedor;Calle Curia 3;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;27/03/2008 0:00:00
UR000660;Ibarberoa;Restaurantes;Segunda/2 Tenedores;San Salvador 0 S/N;OBANOS;OBANOS                                                                                              ;Zona Media;Casera o regional;18/05/1993 0:00:00
ur000453;Ibarburu;Restaurantes;Sin definir;Caserío Ibarburu. Ctra. N-121- 0;DONEZTEBE/SANTESTEBAN;DONEZTEBE/SANTESTEBAN                                                                               ;Pirineos;Casera o regional;05/01/1989 0:00:00
UR000846;Ibarrea;Restaurantes;Tercera/1 tenedor;Polígono Ibarrea 0;ALTSASU/ALSASUA;ALTSASU/ALSASUA                                                                                     ;Pirineos;Casera o regional;27/07/2000 0:00:00
UR000100;Ibiricu;Restaurantes;Tercera/1 tenedor;Polígono Industrial Mutilva Ba 7;MUTILVA;ARANGUREN                                                                                           ;Cuenca de Pamplona;;11/06/2003 0:00:00
ur000748;Iceberg;Restaurantes;Sin definir;Barañain 64;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;26/08/1993 0:00:00
UR000723;Ikaburua;Restaurantes;Tercera/1 tenedor;Leorlas 0;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;Casera o regional;13/03/1994 0:00:00
UR111011;Imárcoain;Restaurantes;Sin definir;Área Imárcoain Norte Km78 0;IMÁRCOAIN;NOÁIN (VALLE DE ELORZ <> /NOAIN (ELORTZIBAR)                                                        ;Cuenca de Pamplona;Casera o regional;29/07/2011 0:00:00
ur000260;Imperio;Restaurantes;Sin definir;de Oriente 6;CÁSEDA;CÁSEDA                                                                                              ;Zona Media;Casera o regional;30/12/1982 0:00:00
UR000571;Iortia;Restaurantes;Sin definir;Iortia 9;ALTSASU/ALSASUA;ALTSASU/ALSASUA                                                                                     ;Pirineos;Casera o regional;21/01/1990 0:00:00
uc000135;Ipasate;Cafeterías;Segunda/1 Taza;Erreniega, 14-16 0;ZIZUR MAYOR;ZIZUR MAYOR <> ZIZUR NAGUSIA                                                                        ;Cuenca de Pamplona;;16/09/1995 0:00:00
UR000957;Ipertegui;Restaurantes;Sin definir;Polígono Ipertegui II 57;ORKOIEN;ORCOYEN                                                                                             ;Cuenca de Pamplona;Casera o regional;08/10/2008 0:00:00
ur000075;Iranzu II;Restaurantes;Sin definir;Remiro Goñi 12;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;25/07/2001 0:00:00
UR000127;Iratiko Eskola Taberna;Restaurantes;Tercera/1 tenedor;Pablo Eguinoa 8;ORBARA;ORBARA                                                                                              ;Pirineos;Casera o regional;27/05/2004 0:00:00
ur000890;Iratzar Jatetxea;Restaurantes;Sin definir;Etxarrengaray, polígono 8, par 0;ETXARREN;ARAKIL                                                                                              ;Pirineos;Asador;10/03/2006 0:00:00
ur000413;Iraxoa;Restaurantes;Sin definir;Estella 1;ALLO;ALLO                                                                                                ;Zona Media;Casera o regional;13/03/1985 0:00:00
UR000943;Iribarren Taberna;Restaurantes;Sin definir;Roncesvalles 23;AURITZ/BURGUETE;AURITZ/BURGUETE                                                                                     ;Pirineos;Casera o regional;07/04/2008 0:00:00
ur000686;Iribia;Restaurantes;Sin definir;Vitoria 0 S/N;ANCÍN;ANCÍN                                                                                               ;Zona Media;Casera o regional;29/10/1994 0:00:00
UR001057;Irigoyen;Restaurantes;Segunda/2 Tenedores;San Antón 55;ZUDAIRE;AMÉSCOA BAJA                                                                                        ;Pirineos;Casera o regional;26/05/2014 0:00:00
UR001096;Iru Bide;Restaurantes;Tercera/1 tenedor;Vitoria 3;ALTSASU/ALSASUA;ALTSASU/ALSASUA                                                                                     ;Pirineos;;24/07/2015 0:00:00
UR000214;Iru-Bide;Restaurantes;Sin definir;Biurrana 3;LESAKA;LESAKA                                                                                              ;Pirineos;Asador;22/07/1981 0:00:00
UR001086;Iru-Bide;Restaurantes;Segunda/2 Tenedores;Bijues 0;LUMBIER;LUMBIER                                                                                             ;Pirineos;Casera o regional, Innovadora;28/05/2015 0:00:00
UR000080;Iruña;Restaurantes;Segunda/2 Tenedores;Muro 11;TUDELA;TUDELA                                                                                              ;La Ribera;Casera o regional;25/02/1968 0:00:00
ur000581;Iruña;Restaurantes;Sin definir;Parlamento Navarro 3;RIBAFORADA;RIBAFORADA                                                                                          ;La Ribera;Casera o regional;11/06/1990 0:00:00
uc000141;Iruña;Cafeterías;Segunda/1 Taza;Calle de Irunlarrea, 6-8;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;23/07/1996 0:00:00
uc000037;Iruñaberri;Cafeterías;Segunda/1 Taza;Av. de Pío XII 7;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;23/06/1983 0:00:00
UR000110;Iruñazarra;Restaurantes;Segunda/2 Tenedores;Calle Mercaderes 15;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Asador, Casera o regional, De tapas y raciones, Sidrería;13/12/1969 0:00:00
UR000870;Irurena;Restaurantes;Sin definir;San Celedonio 1;TAJONAR;ARANGUREN                                                                                           ;Cuenca de Pamplona;Casera o regional;05/09/2005 0:00:00
ur000744;Irurzun;Restaurantes;Sin definir;Nagusia 31;ETXARRI-ARANATZ;ETXARRI-ARANATZ                                                                                     ;Pirineos;Casera o regional;28/12/1995 0:00:00
ur000910;Iruso;Restaurantes;Sin definir;Erreka 14;LEITZA;LEITZA                                                                                              ;Pirineos;Casera o regional;20/11/2006 0:00:00
uc000045;Itur;Cafeterías;Segunda/1 Taza;Mº de Urdax 49;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;03/09/1975 0:00:00
ur000051;Iturri Eder;Restaurantes;Sin definir;Larrañeta 7 0;ETXARRI-ARANATZ;ETXARRI-ARANATZ                                                                                     ;Pirineos;Casera o regional;01/01/1969 0:00:00
ur000327;Itxaso;Restaurantes;Sin definir;Polígono Ipertegui II, nave 19 0;ORKOIEN;ORCOYEN                                                                                             ;Cuenca de Pamplona;Casera o regional;03/03/2005 0:00:00
ur000563;Itxaso;Restaurantes;Sin definir;Ibardin. Venta Aguirre 0;BERA;BERA/VERA DE BIDASOA                                                                                ;Pirineos;Casera o regional;11/05/1990 0:00:00
UR001074;Itxasoenea;Restaurantes;Tercera/1 tenedor;Las Eras 3;AOIZ;AOIZ <> AGOITZ                                                                                      ;Pirineos;Casera o regional;02/02/2015 0:00:00
UR000980;Itxesi;Restaurantes;Sin definir;Itxesi   Pol.1, Par.850 0;UHARTE-ARAKIL;UHARTE-ARAKIL                                                                                       ;Pirineos;Casera o regional;04/09/2009 0:00:00
UR000209;Itziar;Restaurantes;Tercera/1 tenedor;Fermín Tirapu 3;VILLAVA;VILLAVA <> ATARRABIA                                                                                ;Cuenca de Pamplona;Casera o regional;25/10/2004 0:00:00
ur000042;Izarra;Restaurantes;Sin definir;Pamplona-Vitoria, Km.38 0;ARBIZU;ARBIZU                                                                                              ;Pirineos;Casera o regional;16/03/1967 0:00:00
ur000681;Jaen;Restaurantes;Sin definir;Ipertegui 5;ORKOIEN;ORCOYEN                                                                                             ;Cuenca de Pamplona;Casera o regional;27/03/1994 0:00:00
UR001093;Jakue;Restaurantes;Tercera/1 tenedor;Calle Irunbidea 34;PUENTE LA REINA;PUENTE LA REINA <> GARES                                                                            ;Zona Media;;24/07/2015 0:00:00
ur000047;Jiménez;Restaurantes;Sin definir;Carretera de Campanas 0 S/N;CAMPANAS;TIEBAS-MURUARTE DE RETA                                                                             ;Cuenca de Pamplona;;26/12/1968 0:00:00
UC000177;Jolastoki;Cafeterías;Segunda/1 Taza;Irisarri 2;IGANTZI;IGANTZI                                                                                             ;Pirineos;;12/11/2014 0:00:00
ur000403;Jon;Restaurantes;Sin definir;Rinaldi 1;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;01/03/1985 0:00:00
uc000152;Joselo;Cafeterías;Segunda/1 Taza;Arcos Escribano 48;TUDELA;TUDELA                                                                                              ;La Ribera;;28/10/1998 0:00:00
ur000575;Juango;Restaurantes;Sin definir;Echauri 30;ARAZURI;OLZA                                                                                                ;Cuenca de Pamplona;Asador;14/02/1990 0:00:00
ur000882;Juanitorena;Restaurantes;Sin definir;Fernando Urkia 9;ARBIZU;ARBIZU                                                                                              ;Pirineos;Sidrería;01/04/1982 0:00:00
UR000990;Kaixo;Restaurantes;Sin definir;García Xímenez 20 22;ALTSASU/ALSASUA;ALTSASU/ALSASUA                                                                                     ;Pirineos;Casera o regional;29/03/2010 0:00:00
ur000836;Kalean Gora;Restaurantes;Sin definir;Tajonar 29;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Sidrería;26/09/1999 0:00:00
UR000967;Kaluxa;Restaurantes;Tercera/1 tenedor;Kaluxa 3;URDIAIN;URDIAIN                                                                                             ;Pirineos;Casera o regional;06/03/2009 0:00:00
UR000666;Kampei;Restaurantes;Segunda/2 Tenedores;Abejeras 26;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Internacional;11/12/1992 0:00:00
ur000019;Karrika Taberna;Restaurantes;Sin definir;Kale Nagusi 12;ARBIZU;ARBIZU                                                                                              ;Pirineos;;20/12/2000 0:00:00
ur000061;Kasino;Restaurantes;Sin definir;Vieja 23;LESAKA;LESAKA                                                                                              ;Pirineos;;11/01/1967 0:00:00
UR000989;Kastonea;Restaurantes;Sin definir;Herriko Plaza s/n 0;ERRATZU;BAZTAN                                                                                              ;Pirineos;Asador;18/03/2010 0:00:00
UR000968;Kattalin;Restaurantes;Sin definir;Lapiztegia 6 31710;ZUGARRAMURDI;ZUGARRAMURDI                                                                                        ;Pirineos;Casera o regional;06/03/2009 0:00:00
ur000147;Kentucky Fried Chicken;Restaurantes;Sin definir;C.C. Itaroa, local A31 0;HUARTE;HUARTE <> UHARTE                                                                                    ;Cuenca de Pamplona;Rápida;26/05/2005 0:00:00
UR000694;Kentucky Fried Chicken;Restaurantes;Tercera/1 tenedor;Av. de Pío XII 37;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Rápida;01/12/1993 0:00:00
ur000848;Kixkia Sagardotegia;Restaurantes;Sin definir;Urrutia 0 S/N;OCHAGAVÍA;OCHAGAVÍA                                                                                           ;Pirineos;Sidrería;20/10/1999 0:00:00
UR000286;Koishta;Restaurantes;Sin definir;Olite 35;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;22/07/1981 0:00:00
uc000133;Kontxa;Cafeterías;Segunda/1 Taza;Nacional 121-A, km.55 0;DONEZTEBE/SANTESTEBAN;DONEZTEBE/SANTESTEBAN                                                                               ;Pirineos;;23/03/1994 0:00:00
ur000621;Koppo;Restaurantes;Sin definir;Plaza del Vínculo 5;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;09/07/1990 0:00:00
ur000874;Kortarixar;Restaurantes;Sin definir;Santiago (Polígono nuevo) 0;ELIZONDO;BAZTAN                                                                                              ;Pirineos;Sidrería;04/10/2005 0:00:00
ur000341;Koska;Restaurantes;Sin definir;San Salvador 3;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;Casera o regional;03/03/1976 0:00:00
ur000653;Koxkonta;Restaurantes;Sin definir;Otsango Auzoa 0;LESAKA;LESAKA                                                                                              ;Pirineos;Casera o regional;13/12/1991 0:00:00
UR000806;Kutximangi;Restaurantes;Tercera/1 tenedor;Eugenio Mendioroz 0 S/N;ARTAJONA;ARTAJONA                                                                                            ;Zona Media;Casera o regional;12/03/1998 0:00:00
ur000887;L & Ele;Restaurantes;Sin definir;Carnicerías 11;TUDELA;TUDELA                                                                                              ;La Ribera;Casera o regional;06/03/2006 0:00:00
UR000417;La Abuela;Restaurantes;Tercera/1 tenedor;Cervantes 54;CORTES;CORTES                                                                                              ;La Ribera;Casera o regional;18/06/1985 0:00:00
UR000203;La Aljama;Restaurantes;Sin definir;La Rua, nº 6 0;ESTELLA-LIZARRA;ESTELLA <> LIZARRA                                                                                  ;Zona Media;Casera o regional;14/09/2004 0:00:00
ur000270;La Bodega;Restaurantes;Sin definir;Martín Azpilicueta 6;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;31/01/2005 0:00:00
UR000903;La Bodega del Camino;Restaurantes;Sin definir;Mayor 21;LORCA;YERRI                                                                                               ;Zona Media;Casera o regional;15/09/2006 0:00:00
UR000574;La Bodeguilla;Restaurantes;Sin definir;Pamplona 2;BARAÑÁIN;BARAÑÁIN                                                                                            ;Cuenca de Pamplona;Casera o regional;21/01/1990 0:00:00
uc000010;La Bolera;Cafeterías;Segunda/1 Taza;Bardenas Reales 1;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;13/02/2002 0:00:00
UR000942;La Borda;Restaurantes;Sin definir;Calle San Nicolás 32;AURITZ/BURGUETE;AURITZ/BURGUETE                                                                                     ;Pirineos;Casera o regional;28/03/2008 0:00:00
ur000821;La Bottega;Restaurantes;Sin definir;Ermitagaña, 2 (Pasaje La Luna) 0;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Internacional;22/01/1999 0:00:00
uc000151;La Boveda;Cafeterías;Segunda/1 Taza;Mercadal 26;TUDELA;TUDELA                                                                                              ;La Ribera;;03/03/1998 0:00:00
UR000883;La Cabaña;Restaurantes;Sin definir;San José 11;CORELLA;CORELLA                                                                                             ;La Ribera;Casera o regional;19/05/1982 0:00:00
ur000567;La Cadena;Restaurantes;Sin definir;La Cadena 28;LERÍN;LERÍN                                                                                               ;La Ribera;Casera o regional;14/02/1990 0:00:00
UR000488;La Cañada;Restaurantes;Tercera/1 tenedor;La Paz 32;PERALTA;PERALTA                                                                                             ;La Ribera;Casera o regional;11/06/1987 0:00:00
ur000034;La Cantina;Restaurantes;Sin definir;Polígono Industrial de Cintrué 0;CINTRUÉNIGO;CINTRUÉNIGO                                                                                         ;La Ribera;Casera o regional;07/03/2001 0:00:00
UR000734;La Cantinetta;Restaurantes;Segunda/2 Tenedores;Vuelta del Castillo 9;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Internacional;28/12/1995 0:00:00
UR000629;La Casona;Restaurantes;Sin definir;Pueblo Viejo 0 S/N;BARAÑÁIN;BARAÑÁIN                                                                                            ;Cuenca de Pamplona;Asador;14/09/1990 0:00:00
UR000002;La Cepa;Restaurantes;Segunda/2 Tenedores;de los Fueros, 15-1º 0;ESTELLA-LIZARRA;ESTELLA <> LIZARRA                                                                                  ;Zona Media;Asador;26/06/2002 0:00:00
UR000238;La Conrada;Restaurantes;Segunda/2 Tenedores;de los Fueros 17;PUENTE LA REINA;PUENTE LA REINA <> GARES                                                                            ;Zona Media;Casera o regional;22/07/1981 0:00:00
