;COD. INSCRIPCIÓN;NOMBRE;MODALIDAD;CATEGORIA;DIRECCIÓN;LOCALIDAD;MUNICIPIO;ZONA;PLAZAS;FECHA DE INSCRIPCION
PAMPLONA;;;;;;;;;;
;UH000930;Landaben;Hotel;2 Estrellas;Landaben, c/ L 0 s/n;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;25;08/01/2018 0:00:00
;UH000360;Leyre;Hotel;3 Estrellas;Calle Leyre 7;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;101;13/09/1969 0:00:00
;upe00693;Leyre;Pensión;P**;Fco. Bergamín 5 2º y 3º;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;12;01/07/1998 0:00:00
;UAT00218;Leyre;Apartamento Turístico;Primera/3 Llaves;Leyre 24 1º dcha;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;5;10/02/2012 0:00:00
;UAT00587;Lindux Apart Pamplona;Apartamento Turístico;Segunda/2 Llaves;Avenida Arostegui 7 2 C;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;3;31/05/2017 0:00:00
;UH000346;Maisonnave;Hotel;4 Estrellas;Nueva 20;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;271;23/02/1966 0:00:00
;UAT00677;Maitagarri Casco Antiguo;Apartamento Turístico;Segunda/2 Llaves;Recoletas  8 1º A;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;2;30/11/2017 0:00:00
;UAT00650;Mañueta;Apartamento Turístico;Tercera/1 Llave;Mañueta 14 BIS, 3º IZ;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;4;28/09/2017 0:00:00
;UPE00647;Mari Asun;Pensión;P*;Av. de Pío XII 32;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;11;21/06/1995 0:00:00
;UPE00882;Mendi;Pensión;P*;Navas de Tolosa 9 3º Izda;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;8;01/03/2012 0:00:00
;UAT00692;Mendillorri;Apartamento Turístico;Segunda/2 Llaves;Concejo de Azpa 8 Bajo A;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;3;12/12/2017 0:00:00
;UAT00331;Mercaderes;Apartamento Turístico;Segunda/2 Llaves;Mercaderes 14 4º Exterior Dch;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;2;16/04/2015 0:00:00
;UPE00717;Mesón del Barro II;Pensión;P**;Calle Sancho Ramírez 3;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;8;07/03/2001 0:00:00
;UHS00742;Mesón del Barro III;Hostal;HsG;Calle Sancho Ramirez 13 ;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;7;13/03/2002 0:00:00
;UAT00676;Monasterio;Apartamento Turístico;Tercera/1 Llave;Monasterio de la Oliva 58 2ºD;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;6;10/11/2017 0:00:00
;UAT00576;Navar;Apartamento Turístico;Tercera/1 Llave;Calle Navarreria 10 5º Dcha;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;2;03/07/2017 0:00:00
;UHS00045;Navarra;Hostal;HsG;Tudela 9 2ª;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;25;03/07/1964 0:00:00
;UAT00795;Navas I;Apartamento Turístico;Segunda/2 Llaves;Navas de Tolosa  9 3º Dcha;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona, La Ribera;6;13/02/2018 0:00:00
;UAT00794;Navas II;Apartamento Turístico;Segunda/2 Llaves;Navas de Tolosa  9 4º Dcha;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;;6;13/02/2018 0:00:00
;UH000603;NH Iruña Park;Hotel;4 Estrellas;Arcadio Larraona 1;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;420;22/11/1989 0:00:00
;UAT00577;Nicanor 3;Apartamento Turístico;Segunda/2 Llaves;Nicanor Beistegui 3 2º C;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;5;18/08/2017 0:00:00
;UAT00579;Nicanor 5;Apartamento Turístico;Segunda/2 Llaves;Nicanor Beistegui 5 4º B;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;5;31/05/2017 0:00:00
;UPE00657;Olga;Pensión;P*;Av. de Pío XII 34;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;6;06/03/1996 0:00:00
;UAT00564;Olga III;Apartamento Turístico;Segunda/2 Llaves;Travesía Acella 7 5ºC;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;8;31/05/2017 0:00:00
;UAT00418;One Minute from Plaza Castillo;Apartamento Turístico;Tercera/1 Llave;Calle Zapatería 42 ;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;4;09/11/2015 0:00:00
;UH000852;Palacio de Guendulain;Hotel;4 Estrellas;Calle Zapatería 53;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;52;25/11/2009 0:00:00
;UAT00336;Pamplona;Apartamento Turístico;Segunda/2 Llaves;Villava 18 B;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;4;16/12/2014 0:00:00
;UPE00825;Pamplona Beds;Pensión;P*;Travesía Acella 3;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;8;16/04/2008 0:00:00
;UAT00464;Pamplona City;Apartamento Turístico;Segunda/2 Llaves;Larrabide 9 2Dcha.;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;6;14/11/2016 0:00:00
;UAT01107;Pamplona Inn 1;Apartamento Turístico;Tercera/1 Llave;Larraina 9 Bajo 1 D;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;5;20/11/2020 0:00:00
;UAT01108;Pamplona Inn 2;Apartamento Turístico;Tercera/1 Llave;San Francisco 21 1º;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;7;20/11/2020 0:00:00
;UH000736;Pamplona Plaza;Hotel;3 Estrellas;Av. Marcelo Celayeta 35;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;50;26/12/2001 0:00:00
;UAT00242;Pamplonapartments Mercaderes 1;Apartamento Turístico;Primera/3 Llaves;Mercaderes 18 1º;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;4;20/08/2012 0:00:00
;UAT00242(2,3);Pamplonapartments Mercaderes 2,3;Apartamento Turístico;Segunda/2 Llaves;Mercaderes 18 2ºy3º;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;8;20/08/2012 0:00:00
;UAT00374;Pamplonapartments Mercaderes 4;Apartamento Turístico;Segunda/2 Llaves;Mercaderes 18 3ºDcha;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;4;04/02/2015 0:00:00
;UAT00383;Pamplonapartments Mercaderes 5;Apartamento Turístico;Segunda/2 Llaves;Mercaderes 18 4º Izda;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;4;16/04/2015 0:00:00
;UAT00384;Pamplonapartments Mercaderes 6;Apartamento Turístico;Segunda/2 Llaves;Mercaderes 18 6º;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;4;16/04/2015 0:00:00
;UAT00415;Pamplonapartments Mercaderes 7;Apartamento Turístico;Tercera/1 Llave;Mercaderes 18 5º Izda;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;2;02/10/2015 0:00:00
;UAT00416;Pamplonapartments Mercaderes 8;Apartamento Turístico;Primera/3 Llaves;Mercaderes 18 5º Dcha;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;2;02/10/2015 0:00:00
;UAT00417;Pamplonapartments Mercaderes 9;Apartamento Turístico;Primera/3 Llaves;Mercaderes 18 2º Dcha;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;4;02/10/2015 0:00:00
;UPE00710;Pasadena;Pensión;P*;Av. de Pío XII 32;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;19;17/05/2000 0:00:00
;UAT01104;Patio de Gigantes;Apartamento Turístico;Segunda/2 Llaves;Descalzos 70 1º izda;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;2;17/11/2020 0:00:00
;UPE00611;Payvi I;Pensión;P*;Av. de Pío XII 41;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;14;09/05/1990 0:00:00
;UPE00666;Payvi II;Pensión;P*;Av. de Pío XII 24;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;10;07/08/1996 0:00:00
;UPE00635;Payvi III;Pensión;P*;Av. de Pío XII, 30;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;8;05/05/1993 0:00:00
;UAT00721;Pico De Ori;Apartamento Turístico;Tercera/1 Llave;Pico De Ori 8 4º IZ;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;6;16/01/2018 0:00:00
;UAT00839;Piso en Calle Estafeta;Apartamento Turístico;Tercera/1 Llave;Calle de la Estafeta 7;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;2;02/02/2018 0:00:00
;UAT00630;Piso en el Corazon de Pamplona;Apartamento Turístico;Segunda/2 Llaves;Calle Navarreria 19 1º Iz;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;4;18/08/2017 0:00:00
;UAT00602;Plaza Castillo 27;Apartamento Turístico;Segunda/2 Llaves;Plaza del Castillo  27;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;2;17/08/2017 0:00:00
;UAT00500;Plaza del Castillo;Apartamento Turístico;Tercera/1 Llave;Pozo Blanco 5 3º;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;4;17/10/2016 0:00:00
;UAT00444;Plaza Príncipe de Viana 1 y 2;Apartamento Turístico;Segunda/2 Llaves;Sangüesa 2 3º;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;7;17/02/2016 0:00:00
;UAT00696;Redín;Apartamento Turístico;Primera/3 Llaves;Redín 2;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;4;27/11/2017 0:00:00
;UHS00927;Rodas Pamplona;Hostal;HsG;Estella 10 1º dcha;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;14;27/07/2017 0:00:00
;UPE00920;Room Pamplona;Pensión;P*;Travesía Acella 3 ;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;7;27/02/2017 0:00:00
;UAT01017;San Gregorio;Apartamento Turístico;Segunda/2 Llaves;Calle San Gregorio 26;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;4;07/04/2020 0:00:00
;UAT00405;San Jorge;Apartamento Turístico;Segunda/2 Llaves;Dr. Simonena 8 6ºA;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;4;10/06/2015 0:00:00
;UAT00597;San Lorenzo;Apartamento Turístico;Segunda/2 Llaves;San Lorenzo 39 3º Dcha;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;3;27/07/2017 0:00:00
;UH000550;Sancho Ramírez;Hotel;3 Estrellas;Calle Sancho Ramírez, 11;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;153;16/07/1982 0:00:00
;UAT00428;Scala I, II, III, IV, V y VI;Apartamento Turístico;Primera/3 Llaves;Premin de Iruña 5;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;22;03/02/2016 0:00:00
;UAT00703;Showroom de Arte e Interiorismo;Apartamento Turístico;Primera/3 Llaves;Cipriano Olaso 2 4º Dcha;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;4;12/12/2017 0:00:00
;UAT00774;Soul Apartment;Apartamento Turístico;Primera/3 Llaves;Calle Navarreria  18 1º;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;4;15/03/2018 0:00:00
;UH000923;Spa Pompaelo;Hotel;4 Estrellas;Plaza Consistorial 3;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;58;21/08/2017 0:00:00
;UAT00550;The Estafeta View Apartment;Apartamento Turístico;Tercera/1 Llave;Calle de la Estafeta 16;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;3;05/04/2017 0:00:00
;UAT00516;Trampantojo;Apartamento Turístico;Primera/3 Llaves;Calle Navarreria 13 1º;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;7;22/03/2017 0:00:00
;UAT00560;Trave-Bayona;Apartamento Turístico;Primera/3 Llaves;Trvesia de Bayona 4 Escalera D 3 F;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;4;24/04/2017 0:00:00
;UAT00341;Travellers Rest Pamplona;Apartamento Turístico;Tercera/1 Llave;Calle San Saturnino 20;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;10;18/07/2016 0:00:00
